year,month,yyyymm,sido,passenger_private,passenger_total,van_private,van_total
2020,11,202011,강원,602490,616046,24074,28804
2020,11,202011,충북,654727,671306,24795,29591
2020,11,202011,충남,861599,876921,34911,41467
2020,11,202011,전북,703447,723325,27126,32616
2020,11,202011,전남,686072,800377,29962,39277
2020,11,202011,경북,1079836,1096324,41022,48163
2020,11,202011,경남,1348340,1412325,44313,53505
2020,11,202011,제주,291906,525878,11195,19044
2020,12,202012,서울,2582001,2711984,87315,106504
2020,12,202012,부산,1103130,1189345,34631,42056
2020,12,202012,대구,1000105,1027075,25605,30501
2020,12,202012,인천,1115094,1426203,36779,49339
2020,12,202012,광주,561016,576366,16934,19940
2020,12,202012,대전,562220,576906,17560,20262
2020,12,202012,울산,478098,486959,12148,14527
2020,12,202012,세종,152377,153330,3740,4344
2020,12,202012,경기,4887915,4966689,168018,204531
2020,12,202012,강원,603797,617377,23995,28723
2020,12,202012,충북,656498,672910,24676,29463
2020,12,202012,충남,863739,879120,34773,41331
2020,12,202012,전북,704687,724324,27031,32520
2020,12,202012,전남,688393,807039,29905,39262
2020,12,202012,경북,1082408,1098846,40958,48083
2020,12,202012,경남,1351899,1432989,44257,53612
2020,12,202012,제주,293193,513493,11179,18844
2021,1,202101,서울,2584950,2714483,86885,106065
2021,1,202101,부산,1106444,1193416,34503,41913
2021,1,202101,대구,1001695,1028624,25567,30442
2021,1,202101,인천,1120476,1427819,36735,48893
2021,1,202101,광주,562419,577607,16905,19885
2021,1,202101,대전,563668,578512,17589,20289
2021,1,202101,울산,479638,488384,12133,14504
2021,1,202101,세종,153699,154658,3737,4358
2021,1,202101,경기,4910582,4988901,167895,204341
2021,1,202101,강원,605614,619090,23995,28694
2021,1,202101,충북,658333,674880,24571,29350
2021,1,202101,충남,866497,881710,34721,41267
2021,1,202101,전북,706141,725619,27014,32490
2021,1,202101,전남,691135,813641,29895,39287
2021,1,202101,경북,1085962,1102298,40858,47979
2021,1,202101,경남,1356223,1438213,44197,53534
2021,1,202101,제주,294063,516062,11151,18749
2021,2,202102,서울,2585332,2714083,86425,105571
2021,2,202102,부산,1108550,1195723,34360,41720
2021,2,202102,대구,1002295,1029115,25518,30392
2021,2,202102,인천,1123261,1427088,36541,48451
2021,2,202102,광주,562976,578062,16869,19844
2021,2,202102,대전,563788,578625,17507,20208
2021,2,202102,울산,480060,488811,12107,14480
2021,2,202102,세종,154680,155636,3722,4345
2021,2,202102,경기,4925438,5003484,167495,203890
2021,2,202102,강원,607245,620707,23982,28686
2021,2,202102,충북,660101,676822,24568,29329
2021,2,202102,충남,868927,884157,34682,41242
2021,2,202102,전북,707795,727073,26983,32439
2021,2,202102,전남,693183,819605,29899,39297
2021,2,202102,경북,1088760,1105071,40834,47954
2021,2,202102,경남,1360132,1443372,44176,53507
2021,2,202102,제주,294719,519343,11152,18723
2021,3,202103,서울,2586913,2715453,85773,104813
2021,3,202103,부산,1110541,1198238,34154,41481
2021,3,202103,대구,1003440,1030339,25434,30282
2021,3,202103,인천,1126268,1427714,36306,48082
2021,3,202103,광주,563887,578859,16874,19849
2021,3,202103,대전,564232,578974,17431,20122
2021,3,202103,울산,480878,489569,12073,14444
2021,3,202103,세종,155593,156550,3732,4369
2021,3,202103,경기,4938375,5016097,166049,202379
2021,3,202103,강원,609166,622558,23869,28569
2021,3,202103,충북,662091,678909,24539,29294
2021,3,202103,충남,872228,887457,34619,41206
2021,3,202103,전북,709765,728861,26981,32423
2021,3,202103,전남,695410,825918,29773,39119
2021,3,202103,경북,1092856,1109192,40847,47972
2021,3,202103,경남,1363459,1448227,43886,53171
2021,3,202103,제주,295871,523796,11159,18674
2021,4,202104,서울,2589024,2717185,85183,104101
2021,4,202104,부산,1112514,1201378,33924,41207
2021,4,202104,대구,1000968,1027731,25238,30069
2021,4,202104,인천,1130334,1424641,36147,47804
2021,4,202104,광주,564001,578926,16694,19650
2021,4,202104,대전,565318,580113,17393,20085
2021,4,202104,울산,481163,489824,11978,14341
2021,4,202104,세종,156121,157096,3713,4355
2021,4,202104,경기,4954640,5032171,165249,201492
2021,4,202104,강원,609435,622954,23580,28263
2021,4,202104,충북,665802,682503,24282,29032
2021,4,202104,충남,873756,889086,34266,40842
2021,4,202104,전북,709946,728792,26736,32173
2021,4,202104,전남,696185,836520,29513,38778
2021,4,202104,경북,1094239,1110473,40524,47640
2021,4,202104,경남,1366044,1451842,43445,52714
2021,4,202104,제주,296352,528220,11027,18469
2021,5,202105,서울,2591628,2719601,84738,103662
2021,5,202105,부산,1115297,1205710,33759,41040
2021,5,202105,대구,999399,1026251,24890,29725
2021,5,202105,인천,1133666,1425254,36010,47518
2021,5,202105,광주,564082,579235,16518,19492
2021,5,202105,대전,564156,579013,17000,19698
2021,5,202105,울산,481073,489724,11861,14240
2021,5,202105,세종,156636,157669,3683,4328
2021,5,202105,경기,4969061,5046930,164736,201015
2021,5,202105,강원,610842,624313,23423,28083
2021,5,202105,충북,667241,684305,24157,28927
2021,5,202105,충남,875064,890375,34068,40658
2021,5,202105,전북,710199,728929,26531,31967
2021,5,202105,전남,697362,840881,29382,38692
2021,5,202105,경북,1095432,1111868,40223,47336
2021,5,202105,경남,1368435,1454514,43285,52545
2021,5,202105,제주,297339,532121,10994,18424
2021,6,202106,서울,2594368,2722462,84243,103178
2021,6,202106,부산,1117570,1209858,33551,40831
2021,6,202106,대구,1000782,1027683,24699,29532
2021,6,202106,인천,1137611,1427756,35826,47291
2021,6,202106,광주,565036,580208,16348,19311
2021,6,202106,대전,564345,579341,16811,19492
2021,6,202106,울산,481494,490151,11801,14182
2021,6,202106,세종,157244,158299,3679,4320
2021,6,202106,경기,4986826,5065423,164020,200347
2021,6,202106,강원,612524,626090,23373,28017
2021,6,202106,충북,669135,686422,24129,28886
2021,6,202106,충남,877432,892775,33955,40528
2021,6,202106,전북,711484,730315,26422,31847
2021,6,202106,전남,698651,846392,29319,38744
2021,6,202106,경북,1097174,1113628,40074,47204
2021,6,202106,경남,1371953,1458409,43102,52328
2021,6,202106,제주,298929,536787,10981,18406
2021,7,202107,서울,2603951,2731730,83717,102687
2021,7,202107,부산,1119651,1213348,33315,40595
2021,7,202107,대구,992899,1019841,24664,29510
2021,7,202107,인천,1138010,1427287,35663,47120
2021,7,202107,광주,565910,581041,16177,19127
2021,7,202107,대전,565495,580579,16765,19448
2021,7,202107,울산,482028,490693,11784,14167
2021,7,202107,세종,158035,159107,3638,4294
2021,7,202107,경기,5004417,5083114,163569,199830
2021,7,202107,강원,614339,627938,23283,27927
2021,7,202107,충북,675366,692639,24102,28860
2021,7,202107,충남,880089,895515,33911,40490
2021,7,202107,전북,712993,731590,26417,31838
2021,7,202107,전남,700381,851124,29250,38675
2021,7,202107,경북,1099345,1115807,39959,47074
2021,7,202107,경남,1377422,1464501,42959,52174
2021,7,202107,제주,300557,541285,10982,18459
2021,8,202108,서울,2604675,2732495,83253,102172
2021,8,202108,부산,1121550,1216240,33182,40457
2021,8,202108,대구,993638,1020638,24598,29428
2021,8,202108,인천,1140776,1427113,35440,46802
2021,8,202108,광주,567010,582113,16069,19015
2021,8,202108,대전,566159,581419,16745,19427
2021,8,202108,울산,482160,490792,11728,14112
2021,8,202108,세종,158469,159580,3640,4294
2021,8,202108,경기,5018836,5099844,162995,199201
2021,8,202108,강원,615396,629055,23193,27826
2021,8,202108,충북,676521,693967,24027,28798
2021,8,202108,충남,881519,896886,33741,40320
2021,8,202108,전북,713936,732362,26342,31758
2021,8,202108,전남,701354,853783,29226,38626
2021,8,202108,경북,1100485,1116981,39825,46934
2021,8,202108,경남,1378876,1466172,42767,51962
2021,8,202108,제주,301493,543802,10982,18434
2021,9,202109,서울,2608232,2736668,82817,101720
2021,9,202109,부산,1120999,1216699,33066,40332
2021,9,202109,대구,993599,1020668,24373,29203
2021,9,202109,인천,1143050,1421170,35275,46239
2021,9,202109,광주,568098,583310,16047,18996
2021,9,202109,대전,567022,582341,16673,19362
2021,9,202109,울산,482450,491085,11683,14067
2021,9,202109,세종,159108,160234,3604,4260
2021,9,202109,경기,5032431,5113116,162515,198697
2021,9,202109,강원,616931,630625,23102,27738
2021,9,202109,충북,677680,695127,24062,28836
2021,9,202109,충남,883144,898527,33673,40245
2021,9,202109,전북,714559,732813,26280,31662
2021,9,202109,전남,702266,863539,29129,38723
2021,9,202109,경북,1101703,1118165,39708,46805
2021,9,202109,경남,1380799,1468504,42585,51762
2021,9,202109,제주,302320,546396,10971,18389
2021,10,202110,서울,2608313,2736546,82395,101314
2021,10,202110,부산,1122705,1219296,32940,40208
2021,10,202110,대구,994088,1020970,24175,29001
2021,10,202110,인천,1145170,1420982,35128,45916
2021,10,202110,광주,569005,584117,15997,18938
2021,10,202110,대전,567686,583039,16528,19216
2021,10,202110,울산,482966,491589,11654,14040
2021,10,202110,세종,160133,161267,3647,4327
2021,10,202110,경기,5045617,5125701,161917,197946
2021,10,202110,강원,618871,632494,23035,27669
2021,10,202110,충북,678782,696353,23950,28718
2021,10,202110,충남,885345,900684,33577,40140
2021,10,202110,전북,715566,733716,26208,31590
2021,10,202110,전남,703555,867169,29084,38657
2021,10,202110,경북,1103490,1119885,39598,46687
2021,10,202110,경남,1383605,1471589,42430,51603
2021,10,202110,제주,303532,549093,10933,18348
2021,11,202111,서울,2610063,2739979,82024,100885
2021,11,202111,부산,1124594,1222806,32802,40072
2021,11,202111,대구,994965,1021422,24093,28934
2021,11,202111,인천,1148149,1423784,34959,45652
2021,11,202111,광주,570112,585177,15935,18884
2021,11,202111,대전,568726,584070,16434,19120
2021,11,202111,울산,483964,492519,11631,14017
2021,11,202111,세종,160860,162028,3643,4323
2021,11,202111,경기,5060732,5140733,161322,197292
2021,11,202111,강원,620564,634199,22917,27555
2021,11,202111,충북,680340,697806,23846,28616
2021,11,202111,충남,887595,902977,33505,40097
2021,11,202111,전북,716926,735015,26162,31540
2021,11,202111,전남,705206,870529,28971,38676
2021,11,202111,경북,1105855,1122275,39533,46613
2021,11,202111,경남,1386804,1475132,42261,51432
2021,11,202111,제주,304918,552551,10949,18354
2021,12,202112,서울,2609340,2740044,81584,100403
2021,12,202112,부산,1126920,1226983,32641,39954
2021,12,202112,대구,995814,1022281,24000,28828
2021,12,202112,인천,1153744,1427281,34820,45292
2021,12,202112,광주,571183,586296,15892,18844
2021,12,202112,대전,569274,584673,16437,19131
2021,12,202112,울산,484553,493117,11584,13983
2021,12,202112,세종,162159,163350,3643,4332
2021,12,202112,경기,5076494,5156297,160894,196910
2021,12,202112,강원,621793,635398,22809,27469
2021,12,202112,충북,681610,698980,23776,28556
2021,12,202112,충남,889050,904827,33414,40036
2021,12,202112,전북,717237,735361,26078,31497
2021,12,202112,전남,706251,878352,28836,38613
2021,12,202112,경북,1107181,1123626,39458,46547
2021,12,202112,경남,1389675,1478405,42080,51279
2021,12,202112,제주,305984,555377,10948,18294
2022,1,202201,서울,2611774,2741847,81140,99859
2022,1,202201,부산,1129048,1230584,32554,39871
2022,1,202201,대구,997376,1023943,23940,28746
2022,1,202201,인천,1157582,1431812,34678,45009
2022,1,202201,광주,572692,587789,15882,18841
2022,1,202201,대전,570244,585692,16371,19059
2022,1,202201,울산,485475,494036,11542,13942
2022,1,202201,세종,163627,164821,3656,4341
2022,1,202201,경기,5091285,5171817,160639,196619
2022,1,202201,강원,623688,637358,22781,27433
2022,1,202201,충북,683248,700520,23685,28478
2022,1,202201,충남,891618,907359,33334,39972
2022,1,202201,전북,718750,736772,26016,31422
2022,1,202201,전남,708230,880688,28760,38380
2022,1,202201,경북,1109754,1126106,39400,46517
2022,1,202201,경남,1392549,1482414,42033,51245
2022,1,202201,제주,306873,558454,10931,18243
2022,2,202202,서울,2612710,2743620,80783,99542
2022,2,202202,부산,1130958,1234290,32464,39774
2022,2,202202,대구,998096,1024736,23838,28630
2022,2,202202,인천,1161252,1435165,34572,44824
2022,2,202202,광주,573178,588216,15837,18804
2022,2,202202,대전,570780,586354,16309,18995
2022,2,202202,울산,486009,494595,11515,13909
2022,2,202202,세종,164601,165798,3677,4362
2022,2,202202,경기,5100546,5180941,160124,196116
2022,2,202202,강원,625002,638654,22722,27321
2022,2,202202,충북,684573,702002,23698,28502
2022,2,202202,충남,893645,909469,33266,39876
2022,2,202202,전북,719847,737699,25951,31351
2022,2,202202,전남,710135,883638,28704,38286
2022,2,202202,경북,1111390,1127752,39368,46473
2022,2,202202,경남,1394950,1485280,41914,51042
2022,2,202202,제주,307805,560777,10912,18201
2022,3,202203,서울,2614581,2745269,80299,99081
2022,3,202203,부산,1132298,1237749,32091,39409
2022,3,202203,대구,999664,1026421,23736,28534
2022,3,202203,인천,1166373,1439883,34422,44581
2022,3,202203,광주,574563,589755,15752,18708
2022,3,202203,대전,571704,587738,16188,18881
2022,3,202203,울산,486262,494889,11413,13815
2022,3,202203,세종,165282,166501,3664,4349
2022,3,202203,경기,5115621,5196209,159476,195432
2022,3,202203,강원,626692,640414,22720,27316
2022,3,202203,충북,686397,704117,23639,28401
2022,3,202203,충남,896784,912336,33203,39817
2022,3,202203,전북,721517,739348,25889,31251
2022,3,202203,전남,712192,885785,28620,38113
2022,3,202203,경북,1113827,1130206,39246,46337
2022,3,202203,경남,1397640,1490030,41630,50725
2022,3,202203,제주,308953,563641,10844,18102
2022,4,202204,서울,2617713,2747720,79878,98687
2022,4,202204,부산,1134229,1241104,31918,39227
2022,4,202204,대구,1001454,1028256,23591,28385
2022,4,202204,인천,1171006,1442571,34285,44280
2022,4,202204,광주,575132,590347,15551,18508
2022,4,202204,대전,573123,589526,16030,18728
2022,4,202204,울산,486483,495098,11316,13723
2022,4,202204,세종,165955,167212,3648,4321
2022,4,202204,경기,5130800,5211956,158879,194741
2022,4,202204,강원,628149,641921,22637,27232
2022,4,202204,충북,687967,705817,23533,28283
2022,4,202204,충남,898876,914495,32978,39588
2022,4,202204,전북,722592,740372,25698,31054
2022,4,202204,전남,713772,891506,28418,37995
2022,4,202204,경북,1115641,1132009,39084,46162
2022,4,202204,경남,1400474,1494270,41362,50429
2022,4,202204,제주,310301,567311,10838,18081
2022,5,202205,서울,2620310,2750647,79542,98381
2022,5,202205,부산,1137022,1244862,31745,39048
2022,5,202205,대구,1002345,1029319,23466,28237
2022,5,202205,인천,1175072,1446766,34106,44007
2022,5,202205,광주,575889,591152,15397,18383
2022,5,202205,대전,574222,590881,15915,18627
2022,5,202205,울산,486909,495534,11235,13633
2022,5,202205,세종,166635,167905,3627,4308
2022,5,202205,경기,5144038,5225376,158189,194092
2022,5,202205,강원,629498,643371,22466,27065
2022,5,202205,충북,689436,707372,23454,28220
2022,5,202205,충남,901036,916617,32905,39494
2022,5,202205,전북,723396,741005,25605,30945
2022,5,202205,전남,714911,894990,28278,37879
2022,5,202205,경북,1116566,1133001,38870,45954
2022,5,202205,경남,1403931,1499252,41165,50202
2022,5,202205,제주,311362,570429,10765,17999
2022,6,202206,서울,2622548,2753293,79167,98145
2022,6,202206,부산,1139352,1248572,31643,38966
2022,6,202206,대구,1004115,1031153,23397,28186
2022,6,202206,인천,1179622,1450184,33981,43757
2022,6,202206,광주,577010,592232,15304,18276
2022,6,202206,대전,575146,591843,15844,18569
2022,6,202206,울산,487508,496132,11229,13646
2022,6,202206,세종,167193,168539,3636,4327
2022,6,202206,경기,5156713,5238313,157599,193621
2022,6,202206,강원,631060,644987,22388,27007
2022,6,202206,충북,690914,708829,23405,28186
2022,6,202206,충남,903551,919118,32851,39438
2022,6,202206,전북,725027,742428,25578,30927
2022,6,202206,전남,716179,899233,28213,37850
2022,6,202206,경북,1117782,1134215,38783,45891
2022,6,202206,경남,1407099,1504212,40992,50017
2022,6,202206,제주,311987,571785,10720,17928
2022,7,202207,서울,2625501,2756239,78824,97845
2022,7,202207,부산,1140904,1250655,31551,38879
2022,7,202207,대구,1006360,1033871,23288,28075
2022,7,202207,인천,1184802,1454807,33924,43667
2022,7,202207,광주,578237,593563,15269,18244
2022,7,202207,대전,576621,593710,15765,18488
2022,7,202207,울산,488046,496303,11192,13614
2022,7,202207,세종,167833,169193,3622,4324
2022,7,202207,경기,5169467,5251703,157084,193104
2022,7,202207,강원,632884,646883,22358,26983
2022,7,202207,충북,692933,711055,23374,28152
2022,7,202207,충남,906568,922280,32788,39364
2022,7,202207,전북,726424,743682,25524,30882
2022,7,202207,전남,718287,904379,28163,37856
2022,7,202207,경북,1120179,1136613,38734,45840
2022,7,202207,경남,1410569,1511064,40844,49863
2022,7,202207,제주,313176,574592,10701,17904
2022,8,202208,서울,2624990,2756372,78469,97545
2022,8,202208,부산,1141451,1252025,31420,38751
2022,8,202208,대구,1007550,1035334,23220,28015
2022,8,202208,인천,1189056,1457168,33798,43464
2022,8,202208,광주,579213,594474,15257,18203
2022,8,202208,대전,577386,594670,15712,18437
2022,8,202208,울산,488154,496391,11159,13580
2022,8,202208,세종,168183,169558,3616,4319
2022,8,202208,경기,5174794,5257102,156421,192512
2022,8,202208,강원,634332,648544,22277,26879
2022,8,202208,충북,694363,712563,23335,28123
2022,8,202208,충남,908505,924195,32696,39316
2022,8,202208,전북,727473,744635,25473,30805
2022,8,202208,전남,719808,907026,28085,37904
2022,8,202208,경북,1121828,1138275,38642,45762
2022,8,202208,경남,1414027,1515319,40748,49757
2022,8,202208,제주,314393,576851,10706,17928
2022,9,202209,서울,2627673,2758350,78099,97197
2022,9,202209,부산,1142504,1254449,31293,38645
2022,9,202209,대구,1008528,1036400,23154,27945
2022,9,202209,인천,1193165,1457120,33671,43186
2022,9,202209,광주,580483,595668,15201,18148
2022,9,202209,대전,578253,595828,15602,18340
2022,9,202209,울산,488626,496802,11099,13520
2022,9,202209,세종,168561,169991,3607,4309
2022,9,202209,경기,5186265,5271182,155803,191878
2022,9,202209,강원,636119,650369,22227,26845
2022,9,202209,충북,695899,714188,23298,28085
2022,9,202209,충남,910866,926612,32579,39176
2022,9,202209,전북,728700,745785,25411,30744
2022,9,202209,전남,721340,910677,27995,37945
2022,9,202209,경북,1119745,1136125,38478,45604
2022,9,202209,경남,1416984,1518146,40597,49574
2022,9,202209,제주,315548,578234,10708,17898
2022,10,202210,서울,2628253,2758912,77768,96841
2022,10,202210,부산,1144494,1257771,31148,38539
2022,10,202210,대구,1009800,1037681,23075,27870
2022,10,202210,인천,1197411,1447621,33525,43087
2022,10,202210,광주,581218,596552,15134,18080
2022,10,202210,대전,578947,596617,15535,18292
2022,10,202210,울산,489264,497447,11069,13498
2022,10,202210,세종,169044,170463,3580,4267
2022,10,202210,경기,5196239,5281865,155291,191419
2022,10,202210,강원,637558,651806,22148,26754
2022,10,202210,충북,697190,715615,23209,28009
2022,10,202210,충남,913270,928877,32535,39094
2022,10,202210,전북,729828,746842,25345,30709
2022,10,202210,전남,722828,928229,27943,37906
2022,10,202210,경북,1121939,1138353,38363,45472
2022,10,202210,경남,1420383,1522443,40497,49461
2022,10,202210,제주,316454,579978,10628,17814
2022,11,202211,서울,2631527,2761701,77458,96514
2022,11,202211,부산,1146022,1260670,31027,38413
2022,11,202211,대구,1011916,1039990,23014,27843
2022,11,202211,인천,1201795,1443540,33411,42498
2022,11,202211,광주,582561,597918,15121,18064
2022,11,202211,대전,580338,598008,15485,18240
2022,11,202211,울산,490186,498343,11053,13487
2022,11,202211,세종,169645,171131,3565,4254
2022,11,202211,경기,5211489,5297090,154880,190947
2022,11,202211,강원,639476,653733,22112,26721
2022,11,202211,충북,698985,717448,23191,27996
2022,11,202211,충남,916747,932274,32500,39102
2022,11,202211,전북,731720,748524,25295,30651
2022,11,202211,전남,725143,937211,27885,38154
2022,11,202211,경북,1124961,1141274,38296,45406
2022,11,202211,경남,1426033,1531039,40397,49494
2022,11,202211,제주,317608,581992,10596,17807
2022,12,202212,서울,2633529,2763730,77022,96085
2022,12,202212,부산,1146738,1262621,30869,38269
2022,12,202212,대구,1012839,1040968,22960,27784
2022,12,202212,인천,1205301,1442976,33251,42120
2022,12,202212,광주,583614,598879,15076,17996
2022,12,202212,대전,581422,599041,15423,18163
2022,12,202212,울산,490607,498713,11022,13445
2022,12,202212,세종,170149,171636,3550,4251
2022,12,202212,경기,5226499,5311946,154717,190926
2022,12,202212,강원,640895,655244,22027,26640
2022,12,202212,충북,700464,718750,23159,27947
2022,12,202212,충남,919182,934596,32416,39034
2022,12,202212,전북,733153,749991,25246,30618
2022,12,202212,전남,727240,938175,27840,38072
2022,12,202212,경북,1127239,1143496,38245,45356
2022,12,202212,경남,1430811,1539666,40209,49492
2022,12,202212,제주,318293,582331,10593,17763
2023,1,202301,서울,2636217,2765782,76766,95828
2023,1,202301,부산,1147830,1264858,30777,38186
2023,1,202301,대구,1014289,1042719,22907,27716
2023,1,202301,인천,1209315,1446230,33189,41968
2023,1,202301,광주,584449,599671,15078,17995
2023,1,202301,대전,582730,600433,15384,18119
2023,1,202301,울산,492167,500243,11003,13430
2023,1,202301,세종,170928,172426,3528,4229
2023,1,202301,경기,5239959,5324836,154255,190419
2023,1,202301,강원,642698,657068,21980,26601
2023,1,202301,충북,702587,721373,23148,27941
2023,1,202301,충남,922740,938153,32408,39037
2023,1,202301,전북,735236,751926,25198,30567
2023,1,202301,전남,730338,939321,27788,37905
2023,1,202301,경북,1130769,1147025,38195,45306
2023,1,202301,경남,1434825,1543446,40143,49409
2023,1,202301,제주,318984,583870,10573,17738
2023,2,202302,서울,2635938,2764741,76373,95410
2023,2,202302,부산,1149580,1267513,30629,38075
2023,2,202302,대구,1014819,1043424,22859,27653
2023,2,202302,인천,1212175,1447984,33109,41845
2023,2,202302,광주,585083,600243,15048,17957
2023,2,202302,대전,583332,601269,15344,18097
2023,2,202302,울산,493363,501415,10981,13407
2023,2,202302,세종,171646,173138,3510,4198
2023,2,202302,경기,5248130,5332573,153881,190021
2023,2,202302,강원,644359,658558,21958,26591
2023,2,202302,충북,704495,723579,23093,27911
2023,2,202302,충남,925807,941628,32352,38994
2023,2,202302,전북,736859,753260,25191,30550
2023,2,202302,전남,732800,940458,27772,37819
2023,2,202302,경북,1133811,1150049,38152,45277
2023,2,202302,경남,1438745,1546811,40147,49404
2023,2,202302,제주,319924,585326,10548,17712
2023,3,202303,서울,2638758,2768314,75866,94927
2023,3,202303,부산,1151316,1270131,30417,37877
2023,3,202303,대구,1015177,1043882,22784,27587
2023,3,202303,인천,1215716,1449598,32860,41542
2023,3,202303,광주,586695,601941,15001,17910
2023,3,202303,대전,583965,601953,15186,17948
2023,3,202303,울산,494585,502620,10888,13327
2023,3,202303,세종,172323,173749,3515,4220
2023,3,202303,경기,5263838,5347568,152649,188821
2023,3,202303,강원,646383,660675,21863,26511
2023,3,202303,충북,706767,725806,23029,27844
2023,3,202303,충남,929502,945224,32252,38883
2023,3,202303,전북,738992,755238,25125,30454
2023,3,202303,전남,735728,941441,27741,37842
2023,3,202303,경북,1136744,1152963,38035,45167
2023,3,202303,경남,1442811,1549139,39904,49145
2023,3,202303,제주,320771,586382,10518,17670
2023,4,202304,서울,2640951,2769310,75449,94420
2023,4,202304,부산,1153320,1273106,30241,37724
2023,4,202304,대구,1015862,1044880,22629,27444
2023,4,202304,인천,1219270,1453509,32613,41237
2023,4,202304,광주,587297,602459,14857,17772
2023,4,202304,대전,584717,602850,15071,17845
2023,4,202304,울산,495661,503807,10828,13277
2023,4,202304,세종,172708,174140,3489,4189
2023,4,202304,경기,5277717,5362466,151805,187993
2023,4,202304,강원,647153,661522,21633,26295
2023,4,202304,충북,707863,727118,22936,27758
2023,4,202304,충남,931859,947763,32051,38684
2023,4,202304,전북,740228,756357,24939,30254
2023,4,202304,전남,737332,941444,27562,37651
2023,4,202304,경북,1138809,1155158,37850,44971
2023,4,202304,경남,1445494,1551427,39586,48810
2023,4,202304,제주,321446,587635,10512,17732
2023,5,202305,서울,2641796,2769040,74989,93979
2023,5,202305,부산,1154423,1275043,30126,37644
2023,5,202305,대구,1016018,1045236,22530,27356
2023,5,202305,인천,1221233,1454603,32404,40914
2023,5,202305,광주,587625,602599,14772,17682
2023,5,202305,대전,585471,603745,15013,17788
2023,5,202305,울산,496472,504588,10799,13248
2023,5,202305,세종,172890,174326,3470,4180
2023,5,202305,경기,5288174,5373068,151006,187201
2023,5,202305,강원,648210,662707,21489,26167
2023,5,202305,충북,709838,728928,22750,27570
2023,5,202305,충남,933894,949679,31780,38410
2023,5,202305,전북,740809,756714,24679,29998
2023,5,202305,전남,738444,944809,27423,37611
2023,5,202305,경북,1140139,1156547,37635,44772
2023,5,202305,경남,1449155,1557120,39458,48674
2023,5,202305,제주,321951,588605,10457,17680
2023,6,202306,서울,2644667,2771665,74681,93648
2023,6,202306,부산,1156993,1277760,29964,37517
2023,6,202306,대구,1017908,1047353,22455,27288
2023,6,202306,인천,1225884,1463002,32252,40747
2023,6,202306,광주,588567,603459,14680,17589
2023,6,202306,대전,586699,605982,14949,17707
2023,6,202306,울산,497550,505669,10757,13206
2023,6,202306,세종,173287,174739,3459,4173
2023,6,202306,경기,5304419,5389325,150249,186632
2023,6,202306,충북,711153,730089,22666,27516
2023,6,202306,충남,936595,952292,31593,38239
2023,6,202306,전북,741997,757821,24524,29871
2023,6,202306,전남,740200,942572,27348,37410
2023,6,202306,경북,1141682,1158091,37488,44656
2023,6,202306,경남,1453761,1564107,39337,48543
2023,6,202306,제주,321826,588554,10412,17634
2023,6,202306,강원,649588,664051,21393,26108
2023,7,202307,서울,2646708,2772712,74341,93297
2023,7,202307,부산,1158420,1280006,29851,37402
2023,7,202307,대구,1027961,1057760,22746,27665
2023,7,202307,인천,1229789,1472581,32161,40604
2023,7,202307,광주,589299,604213,14619,17541
2023,7,202307,대전,587727,607867,14929,17722
2023,7,202307,울산,497971,506120,10722,13168
2023,7,202307,세종,173491,174932,3456,4178
2023,7,202307,경기,5314291,5398987,149546,185912
2023,7,202307,충북,712339,731155,22610,27470
2023,7,202307,충남,938738,954353,31477,38083
2023,7,202307,전북,743335,759011,24438,29797
2023,7,202307,전남,741321,937466,27288,37380
2023,7,202307,경북,1133747,1149987,36993,44109
2023,7,202307,경남,1456867,1568975,39201,48399
2023,7,202307,제주,322368,590074,10364,17573
2023,7,202307,강원,650765,665124,21338,26047
2023,8,202308,서울,2646750,2772092,73899,92720
2023,8,202308,부산,1159341,1281711,29714,37237
2023,8,202308,대구,1028356,1058309,22681,27608
2023,8,202308,인천,1233407,1473428,32078,40486
2023,8,202308,광주,589676,604617,14530,17462
2023,8,202308,대전,587449,608280,14765,17547
2023,8,202308,울산,498341,506537,10709,13151
2023,8,202308,세종,173478,174919,3424,4159
2023,8,202308,경기,5319693,5404539,148790,185145
2023,8,202308,충북,713229,732182,22549,27425
2023,8,202308,충남,940351,955997,31391,37986
2023,8,202308,전북,743492,759231,24308,29690
2023,8,202308,전남,742028,937865,27197,37223
2023,8,202308,경북,1134598,1150880,36867,43990
2023,8,202308,경남,1458364,1570930,39018,48214
2023,8,202308,제주,322631,590405,10317,17524
2023,8,202308,강원,651392,665762,21179,25900
2023,9,202309,서울,2649556,2774685,73512,92264
2023,9,202309,부산,1161402,1284691,29576,37105
2023,9,202309,대구,1029979,1060061,22600,27523
2023,9,202309,인천,1237331,1476109,31858,40186
2023,9,202309,광주,591000,605865,14468,17395
2023,9,202309,대전,588065,609800,14678,17466
2023,9,202309,울산,498946,507123,10671,13104
2023,9,202309,세종,173734,175185,3416,4162
2023,9,202309,경기,5331431,5416448,148224,184632
2023,9,202309,충북,714521,733826,22455,27331
2023,9,202309,충남,942710,958308,31304,37900
2023,9,202309,전북,744556,760328,24271,29644
2023,9,202309,전남,743166,940047,27083,37121
2023,9,202309,경북,1136064,1152298,36746,43840
2023,9,202309,경남,1460686,1573335,38865,48016
2023,9,202309,제주,323200,592273,10285,17483
2023,9,202309,강원,652530,666953,21049,25785
