year,month,yyyymm,sido,passenger_cumulcar,passenger_cumulimportedcar,van_cumulcar,van_cumulimportedcar
2024,06,202406,경기,134156,30055,2515,213
2024,06,202406,충북,18806,2751,477,9
2024,06,202406,충남,25829,3246,629,10
2024,06,202406,전남,40731,2844,1046,15
2024,06,202406,경북,24697,3316,563,3
2024,06,202406,경남,47021,10670,699,27
2024,06,202406,제주,41234,2768,763,3
2024,06,202406,강원,16978,2396,362,10
2024,06,202406,전북,17525,2450,450,21
2024,07,202407,서울,67807,25005,1503,234
2024,07,202407,부산,44238,21516,691,7
2024,07,202407,대구,23129,8214,408,3
2024,07,202407,인천,58509,20537,1121,22
2024,07,202407,광주,15248,3092,263,1
2024,07,202407,대전,21215,3353,307,7
2024,07,202407,울산,17793,1790,293,0
2024,07,202407,세종,4367,1062,125,9
2024,07,202407,경기,156666,35452,2966,271
2024,07,202407,충북,22042,3287,595,16
2024,07,202407,충남,30165,3800,794,15
2024,07,202407,전남,47476,3356,1161,17
2024,07,202407,경북,28929,3959,715,4
2024,07,202407,경남,56264,12599,847,33
2024,07,202407,제주,49043,3271,884,3
2024,07,202407,강원,19956,2821,468,11
2024,07,202407,전북,20768,2966,534,22
2024,08,202408,서울,75185,29240,1735,266
2024,08,202408,부산,50110,24986,785,9
2024,08,202408,대구,25693,9568,455,3
2024,08,202408,인천,65821,23684,1288,23
2024,08,202408,광주,16853,3535,288,1
2024,08,202408,대전,23335,3949,346,10
2024,08,202408,울산,19747,2089,336,0
2024,08,202408,세종,4825,1217,147,45
2024,08,202408,경기,174175,41297,3397,317
2024,08,202408,충북,24470,3857,659,17
2024,08,202408,충남,33560,4456,915,15
2024,08,202408,전남,53279,3849,1254,19
2024,08,202408,경북,31950,4602,805,5
2024,08,202408,경남,62942,14514,941,37
2024,08,202408,제주,54555,3812,958,4
2024,08,202408,강원,22221,3306,520,11
2024,08,202408,전북,23332,3476,590,23
2024,09,202409,서울,83548,33526,1955,273
2024,09,202409,부산,56426,28966,853,14
2024,09,202409,대구,28506,11026,514,3
2024,09,202409,인천,73663,27211,1463,34
2024,09,202409,광주,18796,4067,325,1
2024,09,202409,대전,25642,4551,391,11
2024,09,202409,울산,22231,2365,371,0
2024,09,202409,세종,5366,1389,152,47
2024,09,202409,경기,194352,46839,3868,348
2024,09,202409,충북,27375,4349,741,19
2024,09,202409,충남,37541,5093,1010,15
2024,09,202409,전남,60181,4290,1385,19
2024,09,202409,경북,35392,5220,913,5
2024,09,202409,경남,70297,17248,1036,37
2024,09,202409,제주,60937,4281,1056,4
2024,09,202409,강원,24754,3769,574,11
2024,09,202409,전북,26118,3989,647,24
2024,10,202410,서울,93164,37242,2207,293
2024,10,202410,부산,63466,32340,998,28
2024,10,202410,대구,31750,12300,594,3
2024,10,202410,인천,83252,30102,1734,74
2024,10,202410,광주,21198,4504,362,1
2024,10,202410,대전,28434,5004,454,11
2024,10,202410,울산,24894,2606,421,2
2024,10,202410,세종,6065,1543,186,47
2024,10,202410,경기,218507,51636,4454,437
2024,10,202410,충북,31083,4775,851,20
2024,10,202410,충남,42240,5612,1141,17
2024,10,202410,전남,68419,4682,1511,19
2024,10,202410,경북,39545,5676,1029,5
2024,10,202410,경남,79094,19165,1204,46
2024,10,202410,제주,67652,5526,1181,9
2024,10,202410,강원,27888,4168,664,11
2024,10,202410,전북,29410,4402,733,24
2024,11,202411,서울,103076,41450,2444,313
2024,11,202411,부산,70410,36152,1159,29
2024,11,202411,대구,35121,13893,639,4
2024,11,202411,인천,92371,33498,1916,80
2024,11,202411,광주,23607,5005,411,1
2024,11,202411,대전,31363,5552,496,11
2024,11,202411,울산,27613,2897,477,2
2024,11,202411,세종,6769,1732,211,47
2024,11,202411,경기,242580,57367,5059,515
2024,11,202411,충북,34418,5242,930,20
2024,11,202411,충남,46593,6202,1291,21
2024,11,202411,전남,76119,5126,1640,19
2024,11,202411,경북,44085,6323,1160,5
2024,11,202411,경남,87665,21213,1346,50
2024,11,202411,제주,74954,6134,1334,11
2024,11,202411,강원,30985,4631,752,12
2024,11,202411,전북,32582,4863,823,24
2024,12,202412,서울,112391,45916,2708,338
2024,12,202412,부산,77468,39814,1329,31
2024,12,202412,대구,38026,15393,700,4
2024,12,202412,인천,101644,36882,2064,88
2024,12,202412,광주,25762,5511,441,1
2024,12,202412,대전,33657,6212,542,11
2024,12,202412,울산,30225,3209,574,4
2024,12,202412,세종,7461,1921,220,47
2024,12,202412,경기,264571,62798,5734,787
2024,12,202412,충북,37065,5708,1000,24
2024,12,202412,충남,50517,6753,1389,22
2024,12,202412,전남,83518,5586,1845,23
2024,12,202412,경북,47946,6946,1267,6
2024,12,202412,경남,96536,23230,1459,79
2024,12,202412,제주,81072,6758,1480,11
2024,12,202412,강원,33634,5091,827,35
2024,12,202412,전북,35325,5304,920,24
2025,01,202501,서울,8726,2589,180,6
2025,01,202501,부산,6140,2858,102,10
2025,01,202501,대구,3187,922,45,0
2025,01,202501,인천,7714,2289,104,5
2025,01,202501,광주,2143,304,41,0
2025,01,202501,대전,2754,355,38,0
2025,01,202501,울산,2846,192,42,0
2025,01,202501,세종,630,112,10,0
2025,01,202501,경기,21514,3174,452,40
2025,01,202501,충북,3105,272,59,0
2025,01,202501,충남,4303,382,89,3
2025,01,202501,전남,6503,340,106,1
2025,01,202501,경북,4246,455,120,1
2025,01,202501,경남,8901,1581,101,6
2025,01,202501,제주,5609,347,93,0
2025,01,202501,강원,2834,258,74,0
2025,01,202501,전북,2970,313,80,0
2025,02,202502,서울,17170,5972,326,11
2025,02,202502,부산,12457,6261,182,20
2025,02,202502,대구,6238,1997,118,0
2025,02,202502,인천,15967,5002,227,12
2025,02,202502,광주,4385,708,81,1
2025,02,202502,대전,5199,844,72,1
2025,02,202502,울산,5711,449,83,1
2025,02,202502,세종,1220,271,20,1
2025,02,202502,경기,42865,7998,901,105
2025,02,202502,충북,6244,763,115,1
2025,02,202502,충남,8650,968,193,6
2025,02,202502,전남,13545,743,218,1
2025,02,202502,경북,8719,1032,255,1
2025,02,202502,경남,18013,3591,191,13
2025,02,202502,제주,11830,732,169,0
2025,02,202502,강원,5488,651,128,0
2025,02,202502,전북,6065,761,143,0
2025,03,202503,서울,26352,10135,480,21
2025,03,202503,부산,19043,10404,290,25
2025,03,202503,대구,9648,3510,183,0
2025,03,202503,인천,25724,8092,378,25
2025,03,202503,광주,6629,1224,126,2
2025,03,202503,대전,7900,1447,119,1
2025,03,202503,울산,8464,745,163,3
2025,03,202503,세종,1860,432,30,1
2025,03,202503,경기,65798,13908,1466,125
2025,03,202503,충북,9694,1317,212,3
2025,03,202503,충남,13344,1603,331,7
2025,03,202503,전남,21388,1278,333,1
2025,03,202503,경북,12910,1716,364,1
2025,03,202503,경남,27087,6161,318,16
2025,03,202503,제주,18923,1186,300,0
2025,03,202503,강원,8352,1172,223,1
2025,03,202503,전북,9186,1279,258,1
2025,04,202504,서울,36556,13776,717,27
2025,04,202504,부산,25748,14132,447,30
2025,04,202504,대구,13209,4863,269,3
2025,04,202504,인천,36568,11024,543,55
2025,04,202504,광주,8972,1698,186,2
2025,04,202504,대전,11293,1979,168,1
2025,04,202504,울산,11709,1019,243,3
2025,04,202504,세종,2536,573,37,1
2025,04,202504,경기,89931,18836,1963,147
2025,04,202504,충북,13203,1751,302,3
2025,04,202504,충남,18087,2094,445,8
2025,04,202504,전남,30504,1697,505,1
2025,04,202504,경북,17233,2261,482,2
2025,04,202504,경남,36226,8173,450,31
2025,04,202504,제주,27680,1636,509,0
2025,04,202504,강원,11451,1601,324,1
2025,04,202504,전북,12568,1682,371,2
2025,05,202505,서울,45450,18455,956,31
2025,05,202505,부산,31490,18291,579,32
2025,05,202505,대구,16540,6473,344,5
2025,05,202505,인천,46087,15072,696,67
2025,05,202505,광주,11216,2259,235,2
2025,05,202505,대전,14611,2680,229,1
2025,05,202505,울산,14277,1354,287,3
2025,05,202505,세종,3175,736,47,1
2025,05,202505,경기,111761,25652,2470,195
2025,05,202505,충북,16687,2390,371,4
2025,05,202505,충남,22394,2718,534,8
2025,05,202505,전남,38124,2269,648,1
2025,05,202505,경북,21194,2924,601,2
2025,05,202505,경남,44196,10818,575,36
2025,05,202505,제주,34940,2134,638,3
2025,05,202505,강원,14233,2166,403,7
2025,05,202505,전북,15302,2115,443,3
2025,06,202506,서울,54266,23219,1133,38
2025,06,202506,부산,37511,22224,692,32
2025,06,202506,대구,19884,8169,389,8
2025,06,202506,인천,56281,19377,919,79
2025,06,202506,광주,13419,2821,257,2
2025,06,202506,대전,17878,3369,276,3
2025,06,202506,울산,16984,1709,334,3
2025,06,202506,세종,3992,931,75,1
2025,06,202506,경기,133782,32247,2888,234
2025,06,202506,충북,19816,2847,453,5
2025,06,202506,충남,26440,3293,625,10
2025,06,202506,전남,46352,2849,820,1
2025,06,202506,경북,25235,3647,732,2
2025,06,202506,경남,52629,13064,707,40
2025,06,202506,제주,42289,2651,794,5
2025,06,202506,강원,17042,2636,487,8
2025,06,202506,전북,18145,2582,528,3
2025,07,202507,서울,62539,27257,1365,40
2025,07,202507,부산,44185,26367,827,35
2025,07,202507,대구,23612,9884,450,9
2025,07,202507,인천,66212,23309,1095,105
2025,07,202507,광주,15596,3267,286,2
2025,07,202507,대전,20878,3976,310,3
2025,07,202507,울산,19756,2014,392,4
2025,07,202507,세종,4980,1120,79,1
2025,07,202507,경기,155800,38760,3360,301
2025,07,202507,충북,23139,3257,535,12
2025,07,202507,충남,30807,3849,735,11
2025,07,202507,전남,54794,3334,965,1
2025,07,202507,경북,29783,4354,874,2
2025,07,202507,경남,62642,15837,829,44
2025,07,202507,제주,50196,3069,934,5
2025,07,202507,강원,19954,3185,559,8
2025,07,202507,전북,21394,3046,625,3
2025,08,202508,서울,69599,31717,1514,45
2025,08,202508,부산,48805,30585,900,35
2025,08,202508,대구,26731,11686,484,9
2025,08,202508,인천,73861,27270,1228,119
2025,08,202508,광주,17433,3781,321,2
2025,08,202508,대전,23359,4532,331,3
2025,08,202508,울산,21840,2365,429,4
2025,08,202508,세종,5786,1374,85,1
2025,08,202508,경기,174133,45256,3795,412
2025,08,202508,충북,25701,3715,577,13
2025,08,202508,충남,34994,4571,826,11
2025,08,202508,전남,61398,3850,1025,1
2025,08,202508,경북,33355,5028,947,2
2025,08,202508,경남,70248,18096,923,44
2025,08,202508,제주,56051,3470,1036,5
2025,08,202508,강원,22457,3693,611,17
2025,08,202508,전북,23785,3509,684,3
2025,09,202509,서울,78846,36964,1643,53
2025,09,202509,부산,54294,35365,978,36
2025,09,202509,대구,30332,13554,538,9
2025,09,202509,인천,83558,32021,1346,145
2025,09,202509,광주,19818,4397,363,2
2025,09,202509,대전,26338,5200,356,3
2025,09,202509,울산,24246,2808,493,5
2025,09,202509,세종,6760,1645,100,1
2025,09,202509,경기,197808,53053,4246,520
2025,09,202509,충북,28980,4381,639,15
2025,09,202509,충남,39292,5442,959,13
2025,09,202509,전남,69335,4465,1137,1
2025,09,202509,경북,37609,6018,1066,2
2025,09,202509,경남,79904,21534,1028,45
2025,09,202509,제주,63883,4031,1188,5
2025,09,202509,강원,25508,4340,702,17
2025,09,202509,전북,26904,4120,747,3
2025,10,202510,서울,86142,40963,1830,67
2025,10,202510,부산,59098,38772,1074,39
2025,10,202510,대구,33340,15186,591,9
2025,10,202510,인천,90681,35377,1474,158
2025,10,202510,광주,21526,4895,397,2
2025,10,202510,대전,28687,5693,390,3
2025,10,202510,울산,26495,3090,545,5
2025,10,202510,세종,7485,1814,117,1
2025,10,202510,경기,217176,59009,4689,571
2025,10,202510,충북,31446,4841,707,21
2025,10,202510,충남,42785,6026,1047,14
2025,10,202510,전남,76051,4870,1260,9
2025,10,202510,경북,40813,6627,1190,5
2025,10,202510,경남,87035,23897,1103,56
2025,10,202510,제주,70897,4421,1294,5
2025,10,202510,강원,27940,4798,772,19
2025,10,202510,전북,29545,4633,825,3
2025,11,202511,서울,94852,46108,2030,69
2025,11,202511,부산,64738,43438,1188,42
2025,11,202511,대구,37134,17023,667,10
2025,11,202511,인천,98734,39158,1599,174
2025,11,202511,광주,23575,5473,439,3
2025,11,202511,대전,31225,6285,416,4
2025,11,202511,울산,29336,3571,579,5
2025,11,202511,세종,8488,2014,123,1
2025,11,202511,경기,239516,66147,5181,614
2025,11,202511,충북,34308,5441,772,22
2025,11,202511,충남,46956,6752,1143,18
2025,11,202511,전남,84022,5440,1361,12
2025,11,202511,경북,45001,7415,1280,5
2025,11,202511,경남,95191,26224,1246,57
2025,11,202511,제주,79562,4947,1423,5
2025,11,202511,강원,30672,5341,853,37
2025,11,202511,전북,32339,5175,887,3
2025,12,202512,서울,103762,50473,2284,102
2025,12,202512,부산,69940,47286,1309,42
2025,12,202512,대구,41379,18741,736,10
2025,12,202512,인천,108869,43598,1769,177
2025,12,202512,광주,25790,6013,473,3
2025,12,202512,대전,33657,6910,457,4
2025,12,202512,울산,32028,3929,616,13
2025,12,202512,세종,9207,2211,129,1
2025,12,202512,경기,262072,73218,5841,706
2025,12,202512,충북,37356,6027,865,25
2025,12,202512,충남,51372,7487,1255,31
2025,12,202512,전남,91892,6049,1469,12
2025,12,202512,경북,49077,8162,1396,6
2025,12,202512,경남,103899,28766,1347,70
2025,12,202512,제주,87344,5449,1578,5
2025,12,202512,강원,33486,5849,934,37
2025,12,202512,전북,35235,5730,976,4
