year,month,yyyymm,sido,passenger_newcar,passenger_newimported,van_newcar,van_newimported
2021,5,202105,대전,2536,564,51,5
2021,5,202105,울산,2497,252,54,0
2021,5,202105,세종,678,223,15,1
2021,5,202105,경기,21949,6612,540,22
2021,5,202105,강원,2979,513,71,7
2021,5,202105,충북,3130,429,95,5
2021,5,202105,충남,4064,684,102,4
2021,5,202105,전북,2855,410,87,0
2021,5,202105,전남,6801,499,135,3
2021,5,202105,경북,4170,622,131,4
2021,5,202105,경남,6519,1624,152,3
2021,5,202105,제주,6635,486,124,4
2021,6,202106,서울,11885,4957,214,27
2021,6,202106,부산,6924,3892,138,6
2021,6,202106,대구,3962,2198,68,2
2021,6,202106,인천,11950,4881,160,5
2021,6,202106,광주,2580,644,37,1
2021,6,202106,대전,2762,727,49,4
2021,6,202106,울산,2732,279,39,0
2021,6,202106,세종,683,243,8,3
2021,6,202106,경기,24831,7217,495,43
2021,6,202106,강원,3284,555,87,9
2021,6,202106,충북,3355,590,71,1
2021,6,202106,충남,4340,843,105,8
2021,6,202106,전북,3076,678,84,2
2021,6,202106,전남,7877,601,279,3
2021,6,202106,경북,4490,679,131,1
2021,6,202106,경남,7083,1948,113,4
2021,6,202106,제주,8065,486,156,4
2021,7,202107,서울,11525,3904,205,25
2021,7,202107,부산,6827,3046,100,6
2021,7,202107,대구,3972,1749,68,2
2021,7,202107,인천,11346,4337,246,6
2021,7,202107,광주,2661,537,48,0
2021,7,202107,대전,2839,480,42,2
2021,7,202107,울산,2564,256,38,0
2021,7,202107,세종,729,177,18,3
2021,7,202107,경기,25170,5437,469,74
2021,7,202107,강원,3259,360,79,5
2021,7,202107,충북,3531,405,78,5
2021,7,202107,충남,4622,572,128,2
2021,7,202107,전북,3175,372,62,5
2021,7,202107,전남,6860,444,146,2
2021,7,202107,경북,4400,586,92,2
2021,7,202107,경남,7150,1529,119,12
2021,7,202107,제주,7564,442,150,4
2021,8,202108,서울,9658,4284,169,14
2021,8,202108,부산,5270,2911,80,10
2021,8,202108,대구,2908,1675,26,1
2021,8,202108,인천,8175,3781,110,3
2021,8,202108,광주,2083,484,15,2
2021,8,202108,대전,2144,633,27,6
2021,8,202108,울산,1874,227,37,1
2021,8,202108,세종,564,174,4,1
2021,8,202108,경기,18767,5705,280,26
2021,8,202108,강원,2590,422,35,7
2021,8,202108,충북,2662,444,55,2
2021,8,202108,충남,3373,548,65,4
2021,8,202108,전북,2607,430,52,2
2021,8,202108,전남,5729,436,93,1
2021,8,202108,경북,3400,506,67,0
2021,8,202108,경남,5356,1399,61,7
2021,8,202108,제주,5196,369,75,0
2021,9,202109,서울,9534,3941,132,11
2021,9,202109,부산,5358,2704,62,6
2021,9,202109,대구,2997,1572,55,0
2021,9,202109,인천,8236,3439,83,9
2021,9,202109,광주,1927,455,32,3
2021,9,202109,대전,2153,523,34,0
2021,9,202109,울산,1966,208,25,0
2021,9,202109,세종,561,161,4,0
2021,9,202109,경기,17950,5059,290,32
2021,9,202109,강원,2378,428,57,3
2021,9,202109,충북,2559,381,56,8
2021,9,202109,충남,3102,476,59,6
2021,9,202109,전북,2380,366,42,2
2021,9,202109,전남,5268,397,71,4
2021,9,202109,경북,3050,486,80,1
2021,9,202109,경남,5192,1289,72,4
2021,9,202109,제주,5585,368,80,6
2021,10,202110,서울,10292,2848,168,15
2021,10,202110,부산,5582,2331,75,7
2021,10,202110,대구,3637,1433,42,0
2021,10,202110,인천,8219,3141,92,6
2021,10,202110,광주,2058,410,40,2
2021,10,202110,대전,2557,393,36,1
2021,10,202110,울산,2098,199,41,1
2021,10,202110,세종,596,164,9,1
2021,10,202110,경기,20426,4376,334,28
2021,10,202110,강원,2825,326,44,11
2021,10,202110,충북,2749,335,52,1
2021,10,202110,충남,3644,457,84,2
2021,10,202110,전북,2653,301,38,3
2021,10,202110,전남,5768,421,80,3
2021,10,202110,경북,3473,437,70,2
2021,10,202110,경남,6367,1137,71,6
2021,10,202110,제주,5743,319,84,1
2021,11,202111,서울,12701,3907,199,25
2021,11,202111,부산,6702,2286,79,6
2021,11,202111,대구,3514,1468,60,2
2021,11,202111,인천,9471,3385,105,3
2021,11,202111,광주,2187,330,34,1
2021,11,202111,대전,2249,387,48,1
2021,11,202111,울산,2323,198,20,2
2021,11,202111,세종,668,146,6,0
2021,11,202111,경기,22818,4424,400,69
2021,11,202111,강원,3021,351,48,12
2021,11,202111,충북,2952,403,40,3
2021,11,202111,충남,3978,473,123,5
2021,11,202111,전북,2866,325,54,3
2021,11,202111,전남,6709,354,264,3
2021,11,202111,경북,4177,515,85,5
2021,11,202111,경남,6666,1304,65,10
2021,11,202111,제주,7126,312,69,4
2021,12,202112,서울,11660,3285,192,73
2021,12,202112,부산,7030,2661,128,8
2021,12,202112,대구,3181,1699,92,1
2021,12,202112,인천,10294,6050,77,17
2021,12,202112,광주,2186,410,51,2
2021,12,202112,대전,2068,389,47,4
2021,12,202112,울산,2286,244,32,1
2021,12,202112,세종,740,178,11,1
2021,12,202112,경기,20954,4904,483,167
2021,12,202112,강원,2699,315,68,11
2021,12,202112,충북,2900,349,78,4
2021,12,202112,충남,3510,487,118,15
2021,12,202112,전북,2337,358,84,3
2021,12,202112,전남,8088,410,144,3
2021,12,202112,경북,3547,475,103,2
2021,12,202112,경남,6538,1408,122,9
2021,12,202112,제주,6751,362,41,18
2022,1,202201,서울,10064,2579,184,64
2022,1,202201,부산,6374,2241,69,9
2022,1,202201,대구,3266,1227,69,2
2022,1,202201,인천,11280,3073,87,4
2022,1,202201,광주,2192,362,37,1
2022,1,202201,대전,2152,379,30,3
2022,1,202201,울산,2363,168,27,1
2022,1,202201,세종,684,136,2,1
2022,1,202201,경기,21592,3791,288,79
2022,1,202201,강원,2649,250,52,6
2022,1,202201,충북,2790,297,54,10
2022,1,202201,충남,3858,359,87,3
2022,1,202201,전북,2840,269,37,3
2022,1,202201,전남,5523,338,57,5
2022,1,202201,경북,3944,386,87,2
2022,1,202201,경남,6162,1074,71,10
2022,1,202201,제주,6353,263,44,12
2022,2,202202,서울,7823,2864,189,56
2022,2,202202,부산,5894,2604,73,8
2022,2,202202,대구,2707,1593,28,0
2022,2,202202,인천,7708,3530,74,8
2022,2,202202,광주,1794,365,33,2
2022,2,202202,대전,1742,379,19,2
2022,2,202202,울산,1924,164,30,0
2022,2,202202,세종,445,141,4,1
2022,2,202202,경기,16538,4070,248,73
2022,2,202202,강원,1997,253,34,4
2022,2,202202,충북,2265,318,41,2
2022,2,202202,충남,2900,411,37,5
2022,2,202202,전북,2048,289,15,3
2022,2,202202,전남,6036,401,39,4
2022,2,202202,경북,2897,376,42,6
2022,2,202202,경남,5610,1311,43,12
2022,2,202202,제주,5394,340,32,2
2022,3,202203,서울,9598,4039,189,28
2022,3,202203,부산,6866,3586,75,10
2022,3,202203,대구,3039,1977,50,2
2022,3,202203,인천,10861,4620,90,15
2022,3,202203,광주,2076,503,16,2
2022,3,202203,대전,2252,560,21,1
2022,3,202203,울산,2108,259,36,1
2022,3,202203,세종,644,212,3,1
2022,3,202203,경기,20697,6056,269,69
2022,3,202203,강원,2641,429,43,4
2022,3,202203,충북,3034,611,21,5
2022,3,202203,충남,3720,730,51,8
2022,3,202203,전북,2840,467,20,2
2022,3,202203,전남,7366,519,68,5
2022,3,202203,경북,3674,582,37,22
2022,3,202203,경남,7096,1885,65,6
2022,3,202203,제주,6451,466,51,1
2022,4,202204,서울,10129,3666,211,25
2022,4,202204,부산,6124,3096,93,13
2022,4,202204,대구,3286,1760,39,5
2022,4,202204,인천,10546,3892,103,12
2022,4,202204,광주,2171,471,45,5
2022,4,202204,대전,2916,526,24,4
2022,4,202204,울산,2269,211,34,1
2022,4,202204,세종,753,134,4,0
2022,4,202204,경기,22545,4750,292,106
2022,4,202204,강원,2873,423,47,12
2022,4,202204,충북,3131,390,27,3
2022,4,202204,충남,3785,478,67,9
2022,4,202204,전북,2651,380,45,5
2022,4,202204,전남,7773,512,102,0
2022,4,202204,경북,3841,526,63,9
2022,4,202204,경남,7754,1664,63,2
2022,4,202204,제주,7356,421,86,5
2022,5,202205,서울,10393,3808,211,10
2022,5,202205,부산,6094,2872,75,2
2022,5,202205,대구,3489,1978,54,1
2022,5,202205,인천,10235,4806,119,10
2022,5,202205,광주,2262,464,57,1
2022,5,202205,대전,2642,545,64,1
2022,5,202205,울산,2289,223,32,0
2022,5,202205,세종,632,187,15,0
2022,5,202205,경기,22256,5283,441,47
2022,5,202205,강원,2763,416,67,7
2022,5,202205,충북,2911,542,71,5
2022,5,202205,충남,3818,559,91,5
2022,5,202205,전북,2468,358,64,5
2022,5,202205,전남,7584,426,143,5
2022,5,202205,경북,3873,569,90,2
2022,5,202205,경남,7736,1839,95,3
2022,5,202205,제주,7088,489,78,2
2022,6,202206,서울,9273,3623,294,15
2022,6,202206,부산,6122,3048,98,4
2022,6,202206,대구,3116,2062,56,0
2022,6,202206,인천,9636,4499,154,8
2022,6,202206,광주,2110,484,75,0
2022,6,202206,대전,2006,480,54,2
2022,6,202206,울산,2128,204,63,0
2022,6,202206,세종,629,172,22,0
2022,6,202206,경기,20622,5239,501,93
2022,6,202206,강원,2584,384,72,7
2022,6,202206,충북,2580,426,57,0
2022,6,202206,충남,3604,677,91,2
2022,6,202206,전북,2408,421,57,0
2022,6,202206,전남,7172,482,137,0
2022,6,202206,경북,3333,476,91,3
2022,6,202206,경남,7998,1695,110,2
2022,6,202206,제주,5996,480,65,0
2022,7,202207,서울,10953,3170,210,17
2022,7,202207,부산,6566,2372,117,6
2022,7,202207,대구,3945,1607,46,0
2022,7,202207,인천,10451,3679,220,8
2022,7,202207,광주,2383,393,39,0
2022,7,202207,대전,2747,497,32,0
2022,7,202207,울산,2501,223,25,0
2022,7,202207,세종,660,165,16,1
2022,7,202207,경기,23495,4625,468,32
2022,7,202207,강원,2967,369,67,3
2022,7,202207,충북,3385,391,56,0
2022,7,202207,충남,4246,559,94,0
2022,7,202207,전북,2729,376,77,0
2022,7,202207,전남,7691,411,116,3
2022,7,202207,경북,4390,456,99,1
2022,7,202207,경남,9341,1588,86,0
2022,7,202207,제주,7312,540,136,0
2022,8,202208,서울,9057,4141,229,21
2022,8,202208,부산,5526,2739,132,2
2022,8,202208,대구,2967,2068,64,2
2022,8,202208,인천,9057,4453,215,4
2022,8,202208,광주,1955,535,48,1
2022,8,202208,대전,2173,673,35,0
2022,8,202208,울산,1964,207,40,0
2022,8,202208,세종,495,180,8,0
2022,8,202208,경기,19261,6246,406,19
2022,8,202208,강원,2612,506,53,6
2022,8,202208,충북,2624,571,57,3
2022,8,202208,충남,3263,636,82,1
2022,8,202208,전북,2676,455,59,0
2022,8,202208,전남,5549,519,186,0
2022,8,202208,경북,3331,618,82,1
2022,8,202208,경남,6730,2009,105,4
2022,8,202208,제주,5823,601,117,2
2022,9,202209,서울,9856,4394,200,9
2022,9,202209,부산,5962,2919,81,1
2022,9,202209,대구,3365,1676,46,1
2022,9,202209,인천,8912,4177,107,1
2022,9,202209,광주,2223,527,49,0
2022,9,202209,대전,2505,624,30,0
2022,9,202209,울산,2423,286,37,0
2022,9,202209,세종,598,177,6,0
2022,9,202209,경기,21745,6442,345,58
2022,9,202209,강원,2640,446,55,3
2022,9,202209,충북,2833,511,63,3
2022,9,202209,충남,3849,645,78,0
2022,9,202209,전북,2741,498,50,0
2022,9,202209,전남,6285,515,105,1
2022,9,202209,경북,3984,642,70,2
2022,9,202209,경남,6369,2016,65,3
2022,9,202209,제주,5793,791,55,1
2022,10,202210,서울,9796,3639,211,14
2022,10,202210,부산,6202,3062,82,5
2022,10,202210,대구,3303,1569,64,1
2022,10,202210,인천,9243,4163,180,6
2022,10,202210,광주,2199,493,36,0
2022,10,202210,대전,2209,603,53,1
2022,10,202210,울산,2536,248,29,0
2022,10,202210,세종,579,157,5,0
2022,10,202210,경기,21135,5565,378,30
2022,10,202210,강원,2686,416,54,1
2022,10,202210,충북,2813,416,44,0
2022,10,202210,충남,3451,596,79,1
2022,10,202210,전북,2555,405,55,1
2022,10,202210,전남,7191,519,143,1
2022,10,202210,경북,3873,566,87,3
2022,10,202210,경남,6844,2238,80,2
2022,10,202210,제주,6299,734,77,1
2022,11,202211,서울,11558,4872,312,38
2022,11,202211,부산,7207,3070,133,2
2022,11,202211,대구,3928,1528,101,4
2022,11,202211,인천,10116,4433,216,4
2022,11,202211,광주,2533,578,42,0
2022,11,202211,대전,2636,674,46,4
2022,11,202211,울산,2689,295,51,0
2022,11,202211,세종,707,207,6,0
2022,11,202211,경기,24621,6736,448,79
2022,11,202211,강원,3344,564,87,4
2022,11,202211,충북,3059,557,83,0
2022,11,202211,충남,4320,717,168,0
2022,11,202211,전북,2892,490,109,0
2022,11,202211,전남,7211,542,160,0
2022,11,202211,경북,4710,702,122,4
2022,11,202211,경남,7289,2920,107,21
2022,11,202211,제주,6523,725,127,1
2022,12,202212,서울,11751,4871,305,19
2022,12,202212,부산,6366,2920,176,3
2022,12,202212,대구,3337,1322,56,1
2022,12,202212,인천,7387,4243,158,7
2022,12,202212,광주,2330,616,38,0
2022,12,202212,대전,2347,619,33,7
2022,12,202212,울산,2745,290,37,1
2022,12,202212,세종,536,206,24,0
2022,12,202212,경기,22123,6910,685,108
2022,12,202212,강원,2894,544,90,1
2022,12,202212,충북,2807,569,73,2
2022,12,202212,충남,3776,677,118,5
2022,12,202212,전북,2725,517,101,1
2022,12,202212,전남,5667,564,147,0
2022,12,202212,경북,4105,706,88,0
2022,12,202212,경남,7180,3715,123,4
2022,12,202212,제주,5492,554,114,0
2023,1,202301,서울,11400,2702,208,25
2023,1,202301,부산,6769,1843,126,3
2023,1,202301,대구,4251,806,42,0
2023,1,202301,인천,8223,2599,144,7
2023,1,202301,광주,2780,310,23,1
2023,1,202301,대전,2640,357,35,0
2023,1,202301,울산,3536,156,40,0
2023,1,202301,세종,664,121,3,0
2023,1,202301,경기,25872,3648,398,35
2023,1,202301,강원,3345,261,61,0
2023,1,202301,충북,3558,284,68,1
2023,1,202301,충남,5004,411,113,2
2023,1,202301,전북,3434,278,60,0
2023,1,202301,전남,6385,375,126,0
2023,1,202301,경북,5037,418,97,3
2023,1,202301,경남,7300,1356,103,10
2023,1,202301,제주,5675,292,93,0
2023,2,202302,서울,9256,3430,239,20
2023,2,202302,부산,5714,2400,107,1
2023,2,202302,대구,3616,1159,62,1
2023,2,202302,인천,7660,3370,183,2
2023,2,202302,광주,2350,482,31,0
2023,2,202302,대전,2322,429,44,1
2023,2,202302,울산,3361,242,39,0
2023,2,202302,세종,584,168,6,1
2023,2,202302,경기,21342,4734,554,40
2023,2,202302,강원,2876,338,80,1
2023,2,202302,충북,3023,417,58,0
2023,2,202302,충남,3954,533,120,1
2023,2,202302,전북,2997,363,58,0
2023,2,202302,전남,6743,437,139,2
2023,2,202302,경북,4301,512,125,1
2023,2,202302,경남,6864,2265,125,0
2023,2,202302,제주,5445,395,91,1
2023,3,202303,서울,12730,4258,282,21
2023,3,202303,부산,7296,2867,122,2
2023,3,202303,대구,4069,1372,76,0
2023,3,202303,인천,8852,3395,264,4
2023,3,202303,광주,2784,494,52,0
2023,3,202303,대전,2801,483,51,0
2023,3,202303,울산,3762,285,58,0
2023,3,202303,세종,795,184,6,0
2023,3,202303,경기,28974,5937,575,34
2023,3,202303,강원,3875,399,113,1
2023,3,202303,충북,4152,448,86,0
2023,3,202303,충남,5628,697,170,1
2023,3,202303,전북,4407,482,78,1
2023,3,202303,전남,8099,505,187,0
2023,3,202303,경북,5640,590,126,3
2023,3,202303,경남,8926,2143,150,1
2023,3,202303,제주,6828,490,121,3
2023,4,202304,서울,10889,3439,209,21
2023,4,202304,부산,6527,2587,118,3
2023,4,202304,대구,3585,1141,76,1
2023,4,202304,인천,8538,3230,154,2
2023,4,202304,광주,2424,398,34,0
2023,4,202304,대전,2380,384,44,0
2023,4,202304,울산,3390,231,50,1
2023,4,202304,세종,676,147,5,0
2023,4,202304,경기,24455,4734,564,16
2023,4,202304,강원,3140,342,101,2
2023,4,202304,충북,3363,364,78,0
2023,4,202304,충남,4507,460,119,1
2023,4,202304,전북,3361,405,68,0
2023,4,202304,전남,7847,474,153,0
2023,4,202304,경북,4764,516,101,0
2023,4,202304,경남,9394,1734,110,4
2023,4,202304,제주,6524,447,149,0
2023,5,202305,서울,11036,3216,240,33
2023,5,202305,부산,6490,2725,132,4
2023,5,202305,대구,3575,1213,44,0
2023,5,202305,인천,9185,3669,156,3
2023,5,202305,광주,2329,396,42,0
2023,5,202305,대전,2616,352,37,1
2023,5,202305,울산,2892,217,37,2
2023,5,202305,세종,680,144,20,0
2023,5,202305,경기,24410,4712,528,34
2023,5,202305,강원,3132,357,77,7
2023,5,202305,충북,3304,362,66,0
2023,5,202305,충남,4521,466,86,1
2023,5,202305,전북,3114,336,73,1
2023,5,202305,전남,8454,434,181,1
2023,5,202305,경북,4413,483,96,5
2023,5,202305,경남,9153,2193,127,4
2023,5,202305,제주,6612,436,92,0
2023,6,202306,서울,12224,4530,201,22
2023,6,202306,부산,6049,3919,95,3
2023,6,202306,대구,3859,1540,60,0
2023,6,202306,인천,9520,4508,198,3
2023,6,202306,광주,2448,521,60,1
2023,6,202306,대전,3595,536,32,4
2023,6,202306,울산,3279,296,31,0
2023,6,202306,세종,797,196,11,0
2023,6,202306,경기,26480,6430,613,118
2023,6,202306,충북,3468,494,98,2
2023,6,202306,충남,4787,606,117,1
2023,6,202306,전북,3493,453,114,0
2023,6,202306,전남,8459,545,151,0
2023,6,202306,경북,4708,672,148,4
2023,6,202306,경남,10716,2468,148,4
2023,6,202306,제주,7252,516,94,0
2023,6,202306,강원,3356,425,119,18
2023,7,202307,서울,10408,3309,186,46
2023,7,202307,부산,5982,2701,86,1
2023,7,202307,대구,3178,1108,88,0
2023,7,202307,인천,7965,3793,117,7
2023,7,202307,광주,2189,390,64,0
2023,7,202307,대전,2929,481,61,1
2023,7,202307,울산,2619,192,23,1
2023,7,202307,세종,675,127,15,1
2023,7,202307,경기,22705,4609,541,32
2023,7,202307,충북,3093,342,80,1
2023,7,202307,충남,4108,501,116,3
2023,7,202307,전북,2987,349,104,0
2023,7,202307,전남,6542,373,176,0
2023,7,202307,경북,4110,537,93,2
2023,7,202307,경남,10514,1707,128,2
2023,7,202307,제주,7551,449,72,3
2023,7,202307,강원,3132,333,63,5
2023,8,202308,서울,8651,3681,172,24
2023,8,202308,부산,5020,3504,95,4
2023,8,202308,대구,2832,1357,78,0
2023,8,202308,인천,6971,3930,125,11
2023,8,202308,광주,1868,423,51,1
2023,8,202308,대전,2532,453,33,0
2023,8,202308,울산,2170,254,37,0
2023,8,202308,세종,562,165,19,1
2023,8,202308,경기,19320,5260,439,65
2023,8,202308,충북,2724,447,80,4
2023,8,202308,충남,3622,581,91,2
2023,8,202308,전북,2494,407,90,0
2023,8,202308,전남,5287,437,104,4
2023,8,202308,경북,3406,510,96,0
2023,8,202308,경남,7644,1961,101,9
2023,8,202308,제주,6110,434,78,1
2023,8,202308,강원,2531,360,64,6
2023,9,202309,서울,9961,4145,189,22
2023,9,202309,부산,5757,3145,93,0
2023,9,202309,대구,3186,1675,55,0
2023,9,202309,인천,8349,4308,120,13
2023,9,202309,광주,2268,477,34,0
2023,9,202309,대전,3115,601,51,1
2023,9,202309,울산,2502,282,44,1
2023,9,202309,세종,635,267,20,0
2023,9,202309,경기,22485,6555,514,93
2023,9,202309,충북,3066,534,80,1
2023,9,202309,충남,4035,663,110,0
2023,9,202309,전북,3002,505,90,0
2023,9,202309,전남,5862,477,106,0
2023,9,202309,경북,3997,539,96,1
2023,9,202309,경남,7689,2024,104,3
2023,9,202309,제주,7507,492,71,4
2023,9,202309,강원,2971,467,74,3
2023,10,202310,서울,9695,3922,191,15
2023,10,202310,부산,5354,3191,95,2
2023,10,202310,대구,3080,1482,57,2
2023,10,202310,인천,7734,3638,130,6
2023,10,202310,광주,2346,474,41,0
2023,10,202310,대전,2880,498,38,1
2023,10,202310,울산,2941,256,37,0
2023,10,202310,세종,636,172,3,0
2023,10,202310,경기,21902,5547,563,117
2023,10,202310,충북,3085,462,85,7
2023,10,202310,충남,4349,591,92,4
2023,10,202310,전북,2909,436,88,2
2023,10,202310,전남,5543,440,105,1
2023,10,202310,경북,3647,463,90,1
2023,10,202310,경남,8017,1791,127,11
2023,10,202310,제주,6634,436,59,0
2023,10,202310,강원,2885,376,80,0
2023,11,202311,서울,11088,4291,231,31
2023,11,202311,부산,6063,3936,100,2
2023,11,202311,대구,3747,1847,73,0
2023,11,202311,인천,8373,4238,145,11
2023,11,202311,광주,2673,531,29,0
2023,11,202311,대전,3850,621,28,1
2023,11,202311,울산,3371,333,55,0
2023,11,202311,세종,745,141,17,0
2023,11,202311,경기,24889,6362,558,132
2023,11,202311,충북,3497,455,83,16
2023,11,202311,충남,4628,590,111,2
2023,11,202311,전북,3505,536,81,0
2023,11,202311,전남,6763,578,84,3
2023,11,202311,경북,4639,629,177,0
2023,11,202311,경남,8871,2070,133,18
2023,11,202311,제주,7164,535,78,2
2023,11,202311,강원,3302,478,76,8
2023,12,202312,서울,8765,4272,347,35
2023,12,202312,부산,5024,4076,126,2
2023,12,202312,대구,2741,1626,69,0
2023,12,202312,인천,7470,5397,214,25
2023,12,202312,광주,1865,492,38,0
2023,12,202312,대전,3099,504,42,0
2023,12,202312,울산,2305,236,47,0
2023,12,202312,세종,526,210,4,0
2023,12,202312,경기,18885,5638,582,376
2023,12,202312,충북,2629,481,72,4
2023,12,202312,충남,3689,580,109,0
2023,12,202312,전북,2538,424,111,0
2023,12,202312,전남,5852,491,126,1
2023,12,202312,경북,3643,606,130,1
2023,12,202312,경남,7334,2323,162,4
2023,12,202312,제주,6247,452,75,3
2023,12,202312,강원,2440,477,56,3
2024,1,202401,서울,11776,2078,216,31
2024,1,202401,부산,6697,1881,94,0
2024,1,202401,대구,3897,744,55,1
2024,1,202401,인천,8675,1902,161,1
2024,1,202401,광주,2677,248,34,0
2024,1,202401,대전,3807,262,48,1
2024,1,202401,울산,3418,128,43,0
2024,1,202401,세종,839,92,6,0
2024,1,202401,경기,27002,2860,438,36
2024,1,202401,충북,3800,227,88,2
2024,1,202401,충남,5127,304,118,0
2024,1,202401,전남,6784,229,119,1
2024,1,202401,경북,5086,333,117,1
2024,1,202401,경남,8961,1181,140,2
2024,1,202401,제주,6587,226,142,1
2024,1,202401,강원,3341,221,58,0
2024,1,202401,전북,3602,228,79,0
2024,2,202402,서울,8290,2562,229,22
2024,2,202402,부산,5253,2217,68,2
2024,2,202402,대구,2814,846,47,0
2024,2,202402,인천,7004,2400,143,4
2024,2,202402,광주,1961,334,34,0
2024,2,202402,대전,2533,313,33,0
2024,2,202402,울산,2206,157,45,0
2024,2,202402,세종,554,133,23,0
2024,2,202402,경기,19311,3642,346,35
2024,2,202402,충북,2595,284,73,0
2024,2,202402,충남,3537,390,104,1
2024,2,202402,전남,5804,323,109,1
2024,2,202402,경북,3543,408,96,1
2024,2,202402,경남,6594,1330,80,8
2024,2,202402,제주,4820,463,100,0
2024,2,202402,강원,2390,295,65,3
2024,2,202402,전북,2463,269,53,0
2024,3,202403,서울,9404,3841,155,57
2024,3,202403,부산,6133,3238,89,1
2024,3,202403,대구,3339,1246,49,0
2024,3,202403,인천,8503,3149,85,3
2024,3,202403,광주,2101,465,34,1
2024,3,202403,대전,3028,541,41,1
2024,3,202403,울산,2436,292,29,0
2024,3,202403,세종,659,188,14,0
2024,3,202403,경기,23098,6293,391,26
2024,3,202403,충북,3300,603,78,2
2024,3,202403,충남,4517,745,93,2
2024,3,202403,전남,7506,749,141,1
2024,3,202403,경북,4391,708,75,0
2024,3,202403,경남,8146,1953,104,1
2024,3,202403,제주,7152,411,136,1
2024,3,202403,강원,2837,444,50,1
2024,3,202403,전북,3066,509,85,1
2024,4,202404,서울,9694,3382,232,47
2024,4,202404,부산,6693,3316,92,2
2024,4,202404,대구,3302,1123,50,1
2024,4,202404,인천,9281,2902,140,2
2024,4,202404,광주,2256,440,38,0
2024,4,202404,대전,2883,463,50,2
2024,4,202404,울산,2502,225,42,0
2024,4,202404,세종,601,152,27,0
2024,4,202404,경기,23041,4881,474,57
2024,4,202404,충북,3277,468,71,2
2024,4,202404,충남,4638,559,102,3
2024,4,202404,전남,7636,547,335,8
2024,4,202404,경북,4239,522,113,1
2024,4,202404,경남,7690,1896,142,4
2024,4,202404,제주,8081,504,135,0
2024,4,202404,강원,3043,416,58,0
2024,4,202404,전북,2900,408,77,1
2024,5,202405,서울,9263,4274,195,23
2024,5,202405,부산,6685,3746,103,0
2024,5,202405,대구,3297,1384,64,0
2024,5,202405,인천,8388,3199,150,1
2024,5,202405,광주,2088,575,31,0
2024,5,202405,대전,2854,582,34,1
2024,5,202405,울산,2445,324,44,0
2024,5,202405,세종,548,175,36,0
2024,5,202405,경기,21867,6012,430,28
2024,5,202405,충북,3056,563,90,0
2024,5,202405,충남,4181,649,101,3
2024,5,202405,전남,6803,506,193,0
2024,5,202405,경북,3915,637,82,0
2024,5,202405,경남,8322,1956,99,2
2024,5,202405,제주,7378,561,144,0
2024,5,202405,강원,2846,511,60,0
2024,5,202405,전북,2903,499,66,1
2024,6,202406,서울,8971,4763,201,36
2024,6,202406,부산,6001,3711,127,2
2024,6,202406,대구,3034,1557,78,0
2024,6,202406,인천,8038,3487,212,3
2024,6,202406,광주,1995,550,38,0
2024,6,202406,대전,3344,669,55,2
2024,6,202406,울산,2239,349,37,0
2024,6,202406,세종,541,150,11,0
2024,6,202406,경기,19837,6367,436,31
2024,6,202406,충북,2778,606,77,3
2024,6,202406,충남,3829,599,111,1
2024,6,202406,전남,6198,490,149,4
2024,6,202406,경북,3523,708,80,0
2024,6,202406,경남,7308,2354,134,10
2024,6,202406,제주,7216,603,106,1
2024,6,202406,강원,2521,509,71,6
2024,6,202406,전북,2591,537,90,18
2024,7,202407,서울,10409,4105,275,18
2024,7,202407,부산,6776,3407,118,0
2024,7,202407,대구,3446,1314,65,1
2024,7,202407,인천,8620,3498,230,8
2024,7,202407,광주,2170,480,54,0
2024,7,202407,대전,2766,523,46,0
2024,7,202407,울산,2547,315,53,0
2024,7,202407,세종,625,172,8,9
2024,7,202407,경기,22510,5397,451,58
2024,7,202407,충북,3236,536,118,7
2024,7,202407,충남,4336,554,165,5
2024,7,202407,전남,6745,512,115,2
2024,7,202407,경북,4232,643,152,1
2024,7,202407,경남,9243,1929,148,6
2024,7,202407,제주,7809,503,121,0
2024,7,202407,강원,2978,425,106,1
2024,7,202407,전북,3243,516,84,1
2024,8,202408,서울,7378,4235,232,32
2024,8,202408,부산,5872,3470,94,2
2024,8,202408,대구,2564,1354,47,0
2024,8,202408,인천,7312,3147,167,1
2024,8,202408,광주,1605,443,25,0
2024,8,202408,대전,2120,596,39,3
2024,8,202408,울산,1954,299,43,0
2024,8,202408,세종,458,155,22,36
2024,8,202408,경기,17509,5845,431,46
2024,8,202408,충북,2428,570,64,1
2024,8,202408,충남,3395,656,121,0
2024,8,202408,전남,5803,493,93,2
2024,8,202408,경북,3021,643,90,1
2024,8,202408,경남,6678,1915,94,4
2024,8,202408,제주,5512,541,74,1
2024,8,202408,강원,2265,485,52,0
2024,8,202408,전북,2564,510,56,1
2024,9,202409,서울,8363,4286,220,7
2024,9,202409,부산,6316,3980,68,5
2024,9,202409,대구,2813,1458,59,0
2024,9,202409,인천,7842,3527,175,11
2024,9,202409,광주,1943,532,37,0
2024,9,202409,대전,2307,602,45,1
2024,9,202409,울산,2484,276,35,0
2024,9,202409,세종,541,172,5,2
2024,9,202409,경기,20177,5542,471,31
2024,9,202409,충북,2905,492,82,2
2024,9,202409,충남,3981,637,95,0
2024,9,202409,전남,6902,441,131,0
2024,9,202409,경북,3442,618,108,0
